subject,layer,context_length,separate_model,cross_modality,unified_model,var_explained_prod,var_explained_comp,var_explained_intersection,weightcorr_linguistic_voxels,weightcorr_cross_voxels,weightcorr_prod_voxels,weightcorr_comp_voxels,weightcorr_bimodal_voxels,weightcorr_uni_vs_prod,weightcorr_uni_vs_comp
2E+00,3E+01,3.2E+01,3.97600252422856E-02,-9.1815687608704E-03,3.74681902124522E-02,1.95572487658364E-02,3.01078717093244E-02,2.63463805952298E-02,4.29202859897233E-02,1.78436779210224E-01,3.63598594768228E-02,5.46779770652791E-02,3.14759668736479E-02,4.71040047331451E-01,6.37947202246033E-01
2E+00,3.3E+01,3.2E+01,3.91187307345924E-02,-9.32997130583837E-03,3.64232612395289E-02,2.12000658846867E-02,2.78525983371843E-02,2.59022425213758E-02,4.69475459716386E-02,1.87886379495351E-01,4.34094662760607E-02,5.83642943509303E-02,3.52243725675381E-02,4.82071653982817E-01,6.35967754683458E-01
2E+00,3.6E+01,3.2E+01,3.51296434844325E-02,-1.47763440875804E-02,3.08850192255723E-02,1.9134368288985E-02,2.38303580894833E-02,2.29479949338623E-02,3.44075659113804E-02,2.00870234442822E-01,3.59769414489777E-02,4.03643426329991E-02,2.62885756325439E-02,4.89478518667419E-01,6.41282675214151E-01
3E+00,0E+00,1E+00,3.58039386022776E-02,-2.84815832019296E-02,2.11501611641878E-02,3.55046361911015E-02,1.77146650899797E-02,1.97112390167087E-02,-6.42090522410068E-02,2.53866265884835E-01,-6.46764470241264E-02,-6.19394321882495E-02,-6.309866491007E-02,6.58165353985579E-01,5.91476554787923E-01
3E+00,3E+00,1E+00,3.86957638214272E-02,-3.08834313411451E-02,2.2179726566478E-02,3.58931917994145E-02,1.92026519838301E-02,2.0917781204412E-02,-8.37623532370634E-02,2.73299520876471E-01,-7.93628630677026E-02,-8.83136156220927E-02,-8.96085646431944E-02,6.6145772749527E-01,5.46795375342076E-01
3E+00,6E+00,1E+00,3.73866057905923E-02,-2.75877926733886E-02,2.17922240799295E-02,3.66722885504746E-02,1.88199287860385E-02,2.03669966537814E-02,-8.82988235913646E-02,2.64990128723854E-01,-7.9428259382377E-02,-9.14117300811588E-02,-1.05695215745832E-01,6.54028445718682E-01,5.43321395879223E-01
3E+00,9E+00,1E+00,3.91569661751197E-02,-2.81389513724445E-02,2.34605372703267E-02,3.8865743823752E-02,1.94000560240837E-02,2.07452434421239E-02,-8.70917234188268E-02,2.65029236548332E-01,-7.74785775885869E-02,-9.01469825025057E-02,-1.07140029553192E-01,6.56523703615701E-01,5.42770948931634E-01
3E+00,1.2E+01,1E+00,3.98694808490133E-02,-2.79422931940678E-02,2.4704762949069E-02,3.88602882120545E-02,1.85032928184644E-02,2.08568676922077E-02,-8.39199933339921E-02,2.71580807222757E-01,-7.22398172133082E-02,-8.85960064000885E-02,-1.07346095999367E-01,6.50206437454429E-01,5.3082075230841E-01
3E+00,1.5E+01,1E+00,4.15085628418402E-02,-2.73448166949854E-02,2.65309924821814E-02,3.98883312153718E-02,1.82299649181528E-02,2.1513812012589E-02,-7.84221920448216E-02,2.71688695998404E-01,-6.60475754457056E-02,-8.29896771087331E-02,-1.03012693181392E-01,6.61887661336637E-01,5.33820290679786E-01
3E+00,1.8E+01,1E+00,4.31481118464093E-02,-2.79671167147746E-02,2.80535370589907E-02,4.0837914330016E-02,2.02070326712783E-02,2.05843187234936E-02,-7.68203552649551E-02,2.74457018322534E-01,-6.52855152873555E-02,-8.28516646883835E-02,-1.00528684682857E-01,6.55308543443986E-01,5.54872799130992E-01
3E+00,2.1E+01,1E+00,4.30551092003894E-02,-2.73472196441682E-02,2.93780485161988E-02,4.01964351602486E-02,1.79322023777539E-02,2.20163020547979E-02,-6.60982961980652E-02,2.76227699859064E-01,-5.29215737634585E-02,-7.21405854826708E-02,-9.13416289893471E-02,6.57296498618875E-01,5.50054956728166E-01
3E+00,2.4E+01,1E+00,4.39919122924433E-02,-2.68166044958214E-02,2.98957858561255E-02,4.10634365169758E-02,1.83793198895166E-02,2.10459060247755E-02,-6.00939293264463E-02,2.8121315996497E-01,-4.78660902626153E-02,-6.60608239968435E-02,-8.61388297617425E-02,6.6052934837494E-01,5.60747251117067E-01
3E+00,2.7E+01,1E+00,4.54481333111838E-02,-2.6885688593112E-02,3.01837659582986E-02,4.12253098131525E-02,1.89799244728634E-02,1.96141123655172E-02,-5.93504014265403E-02,2.76771959638099E-01,-4.78397351258201E-02,-6.58378180187375E-02,-8.42337750492439E-02,6.77483668234849E-01,5.65048544629399E-01
3E+00,3E+01,1E+00,4.32819689136733E-02,-2.6108272053607E-02,3.00332917519862E-02,4.0235682458101E-02,1.7041463071037E-02,2.0362745158033E-02,-5.74287588448292E-02,2.83866475419239E-01,-4.29696352312298E-02,-6.60838289756274E-02,-8.50013116224885E-02,6.61300571233365E-01,5.46509589792522E-01
3E+00,3.3E+01,1E+00,4.20500490149262E-02,-2.61148215204323E-02,2.93138048507384E-02,3.95338945614822E-02,1.71002870449828E-02,1.96644490436437E-02,-6.20373730214485E-02,2.84430152839244E-01,-4.82981975789806E-02,-6.92072167441042E-02,-8.70594958665512E-02,6.70061645884495E-01,5.5542389218867E-01
3E+00,3.6E+01,1E+00,3.9206235553257E-02,-2.55272133944217E-02,2.73967148106745E-02,3.69331887755807E-02,1.44656539762596E-02,1.96182712205242E-02,-6.45948892497169E-02,2.97552456855082E-01,-4.97256153953948E-02,-6.88598816602516E-02,-9.03253484065354E-02,6.7277814737189E-01,5.35720855261663E-01
3E+00,0E+00,2E+00,3.72075810758052E-02,-3.03952354687266E-02,2.38899295354581E-02,3.64267426035535E-02,1.84132151138388E-02,2.30469379780035E-02,-6.36574588297643E-02,2.29183296921985E-01,-6.23664839991186E-02,-6.17425037554082E-02,-6.82069752449074E-02,6.43827585689549E-01,5.70475769602141E-01
3E+00,3E+00,2E+00,4.35622095638369E-02,-3.4759563711557E-02,2.80827404129976E-02,4.08219655178605E-02,1.91036957832739E-02,2.56498530002947E-02,-8.15070462713855E-02,2.63923856788716E-01,-7.35675387058647E-02,-8.73533742483036E-02,-9.71998432563187E-02,6.38298922419663E-01,5.26502950946127E-01
3E+00,6E+00,2E+00,4.41475262771846E-02,-3.30622967753119E-02,3.00831442273619E-02,4.2098810787755E-02,1.95592616931887E-02,2.56647917957505E-02,-8.70247218909926E-02,2.50503222872296E-01,-8.11911805912094E-02,-8.83865532209959E-02,-1.0002701450883E-01,6.2332119689313E-01,5.21261707026591E-01
3E+00,9E+00,2E+00,4.69064840410947E-02,-3.36914540798995E-02,3.20146377781825E-02,4.37822786131538E-02,2.0099098075982E-02,2.63062680715705E-02,-8.31528537603437E-02,2.49402710127933E-01,-7.35086307749025E-02,-9.0625086866731E-02,-1.01974317198513E-01,6.3423471725141E-01,5.15311819786528E-01
3E+00,1.2E+01,2E+00,4.72414841441746E-02,-3.44210120092345E-02,3.25556326048467E-02,4.37190425017178E-02,2.15091979028168E-02,2.57795439370772E-02,-8.46769800758202E-02,2.51712008424195E-01,-7.44362204078256E-02,-8.96322092590209E-02,-1.05281667042682E-01,6.31552920363788E-01,5.26264287631626E-01
3E+00,1.5E+01,2E+00,4.87298889302323E-02,-3.38469419366227E-02,3.37031007860822E-02,4.43731472994427E-02,2.15442943537734E-02,2.63517977509649E-02,-7.61979078978072E-02,2.49217873486591E-01,-6.6112790228585E-02,-8.01992562608598E-02,-9.83634907529126E-02,6.35499635330367E-01,5.33977979405553E-01
3E+00,1.8E+01,2E+00,5.0166914916394E-02,-3.32433255523923E-02,3.43572227436309E-02,4.39635840830026E-02,1.96479322999266E-02,2.65736505363657E-02,-7.23461002614873E-02,2.49831278299373E-01,-6.05890352181239E-02,-8.02755298334028E-02,-9.62696704712071E-02,6.57303729840423E-01,5.20543144573575E-01
3E+00,2.1E+01,2E+00,5.0347035096989E-02,-3.3172229875503E-02,3.4571319448709E-02,4.41413042160858E-02,2.1728052126654E-02,2.56309654052837E-02,-6.47178857052958E-02,2.48721985452485E-01,-5.3294791869715E-02,-6.89530924475438E-02,-9.01927454679906E-02,6.44422408123712E-01,5.4744221300964E-01
3E+00,2.4E+01,2E+00,5.07974681666205E-02,-3.27133183962163E-02,3.44653082708513E-02,4.42813910417112E-02,2.10503694786342E-02,2.54406453937506E-02,-6.17949232808847E-02,2.4842438081255E-01,-5.04589185654284E-02,-6.64199694587095E-02,-8.76167523166417E-02,6.55249900067193E-01,5.54410225471252E-01
3E+00,2.7E+01,2E+00,5.01387626543703E-02,-3.22924001496159E-02,3.43593086950442E-02,4.38417327344158E-02,2.08706842130615E-02,2.59907202215588E-02,-5.86753840132784E-02,2.48299401866826E-01,-4.79037440593163E-02,-6.00029359892723E-02,-8.28131643116985E-02,6.45156686918103E-01,5.43005345447507E-01
3E+00,3E+01,2E+00,4.99707632175351E-02,-3.147307940441E-02,3.40385170241201E-02,4.36389976915429E-02,2.03634731649595E-02,2.4654344649022E-02,-6.25118077569007E-02,2.48881228179325E-01,-5.04400938539374E-02,-6.70337516255382E-02,-8.85427030089251E-02,6.55736453027146E-01,5.35408003409615E-01
3E+00,3.3E+01,2E+00,3.32809216146216E-02,-3.16155936173648E-02,3.35051624146952E-02,3.01957414118157E-02,8.62208678651496E-03,4.09981699335786E-02,-6.9164429782129E-02,2.49187157536973E-01,-6.42079264849636E-02,-7.28163545085681E-02,-7.10351716177674E-02,6.6722722108236E-01,5.2795977340308E-01
3E+00,3.6E+01,2E+00,4.5251383034737E-02,-2.95504456301073E-02,3.11329793624054E-02,4.03143448279961E-02,1.84131386387147E-02,2.24091298940136E-02,-7.75374763747591E-02,2.52116573158979E-01,-6.36358191783158E-02,-8.03000251419624E-02,-1.0439923839049E-01,6.60453689330679E-01,5.21198622831941E-01
3E+00,0E+00,4E+00,4.31739057574226E-02,-3.64136432333332E-02,2.73689789116616E-02,3.35427881388779E-02,2.71132155896297E-02,2.75709046650313E-02,-8.46842863360945E-02,2.57156808450568E-01,-8.00365273517038E-02,-8.85643063201884E-02,-8.65024134212351E-02,6.19479409333777E-01,5.48000366637386E-01
3E+00,3E+00,4E+00,5.13002354942599E-02,-4.47827084646632E-02,3.43877192036612E-02,3.82487057898718E-02,2.49492662849788E-02,3.6138768396673E-02,-9.76852542932913E-02,2.33780397104754E-01,-8.45205878191513E-02,-9.67517158467134E-02,-1.13783516237538E-01,6.01552194898321E-01,4.85278731997513E-01
3E+00,6E+00,4E+00,5.41753017081597E-02,-4.48602555194003E-02,3.81895003822654E-02,4.20903572315146E-02,2.55553867312629E-02,3.64565930261061E-02,-9.63840413591842E-02,2.22276880117851E-01,-8.34949685441351E-02,-9.36899678620552E-02,-1.16239189324998E-01,6.03561659839708E-01,4.82006357221795E-01
3E+00,9E+00,4E+00,5.72448155456776E-02,-4.5049790805426E-02,3.96090725578918E-02,4.32066597788345E-02,2.63105844713623E-02,3.69039233185935E-02,-9.29958107543445E-02,2.16101578395374E-01,-7.99382313458597E-02,-8.93377983622368E-02,-1.15345743752323E-01,6.22918555182145E-01,4.875471039333E-01
3E+00,1.2E+01,4E+00,5.63357358138904E-02,-4.46383389878931E-02,3.97725503391771E-02,4.3024089529956E-02,2.62149436437465E-02,3.75539336705832E-02,-8.74860977381669E-02,2.14355100270252E-01,-7.16985906374564E-02,-8.62050447787159E-02,-1.09974716569615E-01,5.98518051781216E-01,4.81203374991402E-01
3E+00,1.5E+01,4E+00,5.88202696631177E-02,-4.41198369953414E-02,4.01757523167484E-02,4.4496649537054E-02,2.73727775317114E-02,3.67450228195874E-02,-7.89728628118977E-02,2.14878596487672E-01,-6.48824773886343E-02,-7.37531910448465E-02,-1.04628431169895E-01,6.16101590001485E-01,5.0041323423121E-01
3E+00,1.8E+01,4E+00,5.87765156644857E-02,-4.2646035167502E-02,4.08999921903035E-02,4.43126403989081E-02,2.81637092496281E-02,3.64038080281176E-02,-7.20978551231584E-02,2.12510731174916E-01,-5.80809571113253E-02,-7.01256987744202E-02,-9.57634807711434E-02,6.17750588513503E-01,5.11305136856073E-01
3E+00,2.1E+01,4E+00,5.88567352397932E-02,-4.13910797718762E-02,4.02604974754367E-02,4.37447694787082E-02,2.75305630250794E-02,3.61112067279532E-02,-7.07418248000204E-02,2.09297729938753E-01,-5.70588542147875E-02,-6.99597709689773E-02,-9.24351240181078E-02,6.21812106762325E-01,5.10904035198064E-01
3E+00,2.4E+01,4E+00,5.87294193347542E-02,-4.03963557350038E-02,3.98081551739349E-02,4.38405536500352E-02,2.71686067796576E-02,3.54912857982979E-02,-6.64889508927914E-02,2.03696685315561E-01,-5.47362415111381E-02,-6.50021349695743E-02,-8.61798440733136E-02,6.19630741835906E-01,5.15596426608267E-01
3E+00,2.7E+01,4E+00,5.82421705829377E-02,-3.9955612882805E-02,3.93733720130136E-02,4.30641566611427E-02,2.77707940838921E-02,3.57537624511434E-02,-6.57699194525649E-02,2.03557901485187E-01,-5.56454465963496E-02,-6.28927995025849E-02,-8.30896215652482E-02,6.16126306239716E-01,5.17777994441483E-01
3E+00,3E+01,4E+00,5.85431634180096E-02,-3.91111046848941E-02,3.86365019577795E-02,4.37977830720066E-02,2.77633782762221E-02,3.37132329972117E-02,-7.01308009123079E-02,2.04025699903252E-01,-5.98610172706686E-02,-7.0449585310427E-02,-8.74593940546053E-02,6.38408860832222E-01,5.0924114391918E-01
3E+00,3.3E+01,4E+00,5.82841342653346E-02,-3.90389365302872E-02,3.81769981298294E-02,4.41614841832313E-02,2.82631072753745E-02,3.23831749673395E-02,-7.69335646271943E-02,2.01180316273528E-01,-6.79219732171321E-02,-7.71568656221445E-02,-9.29158438860924E-02,6.32672101747531E-01,5.04694821422204E-01
3E+00,3.6E+01,4E+00,5.22978348392633E-02,-3.55626713264899E-02,3.46725499500702E-02,4.02042341537888E-02,2.48659154453564E-02,3.07872395166681E-02,-8.96742200863156E-02,1.98614424583959E-01,-7.92523858354906E-02,-8.91627784872758E-02,-1.0599492219956E-01,6.39486507741548E-01,4.80610961673644E-01
3E+00,0E+00,8E+00,5.1199163350806E-02,-4.56210260541243E-02,3.07556807796512E-02,2.93194662248771E-02,3.76173209551991E-02,3.30870041175152E-02,-9.55522870770029E-02,2.66962727430881E-01,-8.63042958966191E-02,-9.84254328628365E-02,-9.86870698466704E-02,5.84283372538562E-01,5.45943639478299E-01
3E+00,3E+00,8E+00,5.7931615199277E-02,-5.61587338067419E-02,3.62400149219493E-02,3.00189528952439E-02,3.41154807606181E-02,4.39208766663163E-02,-1.11158876604312E-01,2.48680485420789E-01,-9.0613285366928E-02,-1.10016263062677E-01,-1.21157760512708E-01,5.44589324552045E-01,4.93943897683581E-01
3E+00,6E+00,8E+00,6.16667735440055E-02,-5.8437510836357E-02,4.0538848494989E-02,3.40920844754649E-02,3.3468088414192E-02,4.53073743750894E-02,-1.12299164466317E-01,2.15665321873118E-01,-8.6704960664741E-02,-1.10877044895798E-01,-1.26296861904666E-01,5.60003915728739E-01,4.91873139349701E-01
3E+00,9E+00,8E+00,6.40197916510822E-02,-5.81702243840119E-02,4.17693618235908E-02,3.5758895346499E-02,3.40568243223244E-02,4.54066759565353E-02,-1.09162513447755E-01,2.05323455891934E-01,-8.1081181730865E-02,-1.09217807254159E-01,-1.25464329608722E-01,5.66773378405762E-01,4.96259121914768E-01
3E+00,1.2E+01,8E+00,6.38730988316863E-02,-5.84576064986949E-02,4.18655961863749E-02,3.58939156578288E-02,3.44647680181192E-02,4.57318314115206E-02,-1.08839798308359E-01,2.11759603272257E-01,-8.28454559612106E-02,-1.08144220488371E-01,-1.23989969634129E-01,5.49675845928048E-01,4.92938269926937E-01
3E+00,1.5E+01,8E+00,6.47169820793694E-02,-5.70093492401036E-02,4.17937312396588E-02,3.63954289039527E-02,3.40252830026452E-02,4.57348256785057E-02,-9.79322533639641E-02,2.00028104484549E-01,-6.89340738527843E-02,-1.00246719390047E-01,-1.13301994300001E-01,5.74014826897135E-01,4.94650836100765E-01
3E+00,1.8E+01,8E+00,6.45028024919725E-02,-5.48170691850125E-02,4.36026494707243E-02,3.55955509433248E-02,3.374864857437E-02,4.68477767092026E-02,-8.58749360462438E-02,1.96825122952287E-01,-6.10201031635564E-02,-8.61581740582655E-02,-9.86706354630658E-02,5.66824551394451E-01,4.98876027853991E-01
3E+00,2.1E+01,8E+00,6.49916460048781E-02,-5.26699028323853E-02,4.32421181088999E-02,3.62945370113843E-02,3.47491247191219E-02,4.52061712772768E-02,-8.41049540625717E-02,1.86181205442039E-01,-6.29916756964418E-02,-8.39443730986139E-02,-9.71359213319108E-02,5.73399335196208E-01,5.07544320239728E-01
3E+00,2.4E+01,8E+00,6.41844158679793E-02,-5.12233060703268E-02,4.26952722236465E-02,3.6143115288638E-02,3.42987120640135E-02,4.48021926353613E-02,-8.18318659768776E-02,1.80710767859266E-01,-5.9936969946251E-02,-8.12385016797781E-02,-9.55854731161759E-02,5.68776808280274E-01,5.05127447632675E-01
3E+00,2.7E+01,8E+00,6.41487803248989E-02,-5.01572549174785E-02,4.25071286124232E-02,3.54050957000545E-02,3.54189239401142E-02,4.39459348601349E-02,-8.14321269567879E-02,1.88051595043336E-01,-6.39937442688942E-02,-7.99202425490168E-02,-9.34761099585721E-02,5.61597076364767E-01,5.08391351399549E-01
3E+00,3E+01,8E+00,6.41732694459825E-02,-4.97929662362396E-02,4.12290175519553E-02,3.65211623639903E-02,3.5888836169135E-02,4.24229763395999E-02,-8.4553177441141E-02,1.86214764447814E-01,-7.147821527343E-02,-8.20984578806333E-02,-9.54550177947259E-02,5.7945312129967E-01,5.05554842297004E-01
3E+00,3.3E+01,8E+00,6.32795012902386E-02,-4.93363618588754E-02,4.04096379966536E-02,3.65144925085628E-02,3.52390292104204E-02,4.20998395211381E-02,-9.1188567511208E-02,1.86132645291447E-01,-7.9608474255595E-02,-8.85402070520272E-02,-1.00938884873271E-01,5.8283850516747E-01,4.97501454914485E-01
3E+00,3.6E+01,8E+00,5.87490977279967E-02,-4.40258855439636E-02,3.6157915682718E-02,3.58367873477794E-02,3.39292804720964E-02,3.55010941877135E-02,-1.10315144539528E-01,1.83649928709306E-01,-9.96497769862285E-02,-1.13190455684422E-01,-1.16793491466014E-01,6.14179128683317E-01,4.77300360880554E-01
3E+00,0E+00,1.6E+01,4.50275736790792E-02,-4.18779391248907E-02,2.81017056024696E-02,2.5617264726073E-02,3.17471590600679E-02,2.99015426845562E-02,-7.89602273035903E-02,1.68787565831839E-01,-7.53062504070613E-02,-7.85266443319073E-02,-8.25715143205488E-02,5.52431001770041E-01,5.86446739554887E-01
3E+00,3E+00,1.6E+01,5.16422448113426E-02,-4.95600158530862E-02,3.11884539192485E-02,2.78478726214668E-02,2.92891634492164E-02,3.49035510886349E-02,-8.66255419542877E-02,1.80007001260301E-01,-7.39267539951625E-02,-8.94062173879422E-02,-9.27872672461906E-02,5.19126974450199E-01,5.60350833719749E-01
3E+00,6E+00,1.6E+01,5.34438247750092E-02,-5.04502412936429E-02,3.29842442723965E-02,2.8836427556134E-02,2.91985762672942E-02,3.69968863036943E-02,-9.08414856067281E-02,2.0105858701934E-01,-7.45221126724522E-02,-9.64336737752949E-02,-9.73063921133407E-02,5.09644767689175E-01,5.33689595802613E-01
3E+00,9E+00,1.6E+01,5.54878815127646E-02,-5.2013934474319E-02,3.39178376270997E-02,2.92513795838565E-02,3.01826057442059E-02,3.69791899647586E-02,-9.13271586029512E-02,1.90853143896469E-01,-7.73332041894996E-02,-9.44456511100029E-02,-9.78108203021566E-02,5.25540955503783E-01,5.36273570300441E-01
3E+00,1.2E+01,1.6E+01,5.53177534784914E-02,-5.16339120603437E-02,3.43794144210298E-02,2.91685696331679E-02,3.05819641029936E-02,3.74235252692334E-02,-8.97788470094518E-02,1.81324307576084E-01,-8.33102271120493E-02,-8.7396524503484E-02,-9.54959797004375E-02,5.21751587910314E-01,5.3348094792573E-01
3E+00,1.5E+01,1.6E+01,5.49049677986156E-02,-4.97865194560181E-02,3.42137111823397E-02,2.79893297719133E-02,3.15098901433613E-02,3.77656382123032E-02,-7.75481177841149E-02,1.63798553578846E-01,-6.47187991765877E-02,-7.53349687401175E-02,-8.6813884457573E-02,5.0494867881008E-01,5.40170017384064E-01
3E+00,1.8E+01,1.6E+01,5.63953719247023E-02,-4.98556021016042E-02,3.54148568527628E-02,2.90747665805305E-02,3.10723245193413E-02,3.76390097599512E-02,-7.41836687481459E-02,1.45464342336265E-01,-5.85504205814244E-02,-7.4621291102588E-02,-8.33600895764319E-02,5.33696714718755E-01,5.35232622896342E-01
3E+00,2.1E+01,1.6E+01,5.5919839240619E-02,-4.71273714681177E-02,3.53963363354495E-02,2.87713375956567E-02,3.30568191981471E-02,3.72852225264681E-02,-6.93323408221639E-02,1.67303448743094E-01,-5.47999494633895E-02,-7.05398645801021E-02,-7.75681648189882E-02,5.31131328632677E-01,5.39629847410945E-01
3E+00,2.4E+01,1.6E+01,5.61199853150799E-02,-4.65657389809362E-02,3.35560215506307E-02,2.87573603259697E-02,3.3532635822853E-02,3.62636150346765E-02,-7.31874457869265E-02,1.58123508396615E-01,-6.37805360847101E-02,-7.28243922426651E-02,-7.98979447773405E-02,5.27720200570434E-01,5.50071527122735E-01
3E+00,2.7E+01,1.6E+01,5.49058395935018E-02,-4.50334654634341E-02,3.33152688614194E-02,2.74592309828522E-02,3.38870006079867E-02,3.61438617285609E-02,-7.31010166272009E-02,1.41529480193127E-01,-6.25620502204763E-02,-7.11072504048476E-02,-8.15189519004722E-02,5.28177434015387E-01,5.3492634728907E-01
3E+00,3E+01,1.6E+01,5.51280412495675E-02,-4.50486817670754E-02,3.27845047121159E-02,2.86372258879666E-02,3.30525245125335E-02,3.50927395713799E-02,-7.91305465028604E-02,1.54523771384924E-01,-7.48830911705447E-02,-7.60686671380187E-02,-8.45130845794634E-02,5.61904690298817E-01,5.28800505755616E-01
3E+00,3.3E+01,1.6E+01,5.42973864866173E-02,-4.4395863363117E-02,3.21278625275751E-02,2.87426333133279E-02,3.3443230226164E-02,3.46898901199515E-02,-8.47751212436421E-02,1.43800462667283E-01,-8.56316273897299E-02,-8.11904806933337E-02,-8.71949617448083E-02,5.63310165786301E-01,5.22308745088923E-01
3E+00,3.6E+01,1.6E+01,4.93119545713694E-02,-3.90163798193367E-02,2.83758693173554E-02,2.57534366450862E-02,3.29296948838362E-02,3.10548260363234E-02,-9.20364581452318E-02,1.33702589351887E-01,-8.681753546692E-02,-9.0418470434295E-02,-9.69904142624939E-02,5.51514467340357E-01,5.20741392887277E-01
3E+00,0E+00,3.2E+01,3.51226200536349E-02,-2.74457619723246E-02,2.62809598816432E-02,1.94366270490101E-02,2.71151484705872E-02,2.50356764570463E-02,-2.53302474250418E-02,1.55831454455639E-01,-2.51463888004726E-02,-2.07922839351385E-02,-2.97599424379048E-02,5.1443021933102E-01,6.38763999963082E-01
3E+00,3E+00,3.2E+01,3.99522123258693E-02,-2.73251350867852E-02,2.90423033195415E-02,2.11543469451902E-02,2.55994174118163E-02,2.96110963962553E-02,-2.06981076211677E-02,1.5759085699519E-01,-1.10381279872467E-02,-2.16104101083728E-02,-2.44759129390774E-02,4.82406647554722E-01,6.31735385810747E-01
3E+00,6E+00,3.2E+01,4.17351864492343E-02,-3.00905643298103E-02,3.10396726942193E-02,2.29296358718877E-02,2.46672871653384E-02,3.0006662283093E-02,-3.41480389822221E-02,1.55611507113343E-01,-2.48829531855569E-02,-3.32665004880135E-02,-4.00613553131142E-02,4.75201700415248E-01,5.98817077183909E-01
3E+00,9E+00,3.2E+01,4.21768101199639E-02,-3.22019391220824E-02,3.09446119578208E-02,2.27109324895983E-02,2.43252519422853E-02,3.11998820552909E-02,-3.66923424082988E-02,1.36382230894564E-01,-3.20815464630936E-02,-3.1158445848988E-02,-4.24216082093017E-02,4.89902618188667E-01,5.91825780808702E-01
3E+00,1.2E+01,3.2E+01,4.2248859145756E-02,-3.13069802977649E-02,3.21964616906684E-02,2.26017368986717E-02,2.55338826919123E-02,3.11393018164039E-02,-3.86713176489654E-02,1.39617057680291E-01,-2.86492024785415E-02,-3.48061375166069E-02,-4.66109674592059E-02,4.89895666178548E-01,5.83883057343106E-01
3E+00,1.5E+01,3.2E+01,4.2171067046792E-02,-2.97168489272101E-02,3.1852475646516E-02,2.1082645379405E-02,2.664172140871E-02,3.11375267155523E-02,-2.92479796935731E-02,1.36125841438133E-01,-2.16278228876326E-02,-2.37427283964043E-02,-3.71580205537627E-02,4.88393039541909E-01,5.93982758650134E-01
3E+00,1.8E+01,3.2E+01,4.29577512279512E-02,-3.01475538732508E-02,3.21489121707335E-02,2.33991259459333E-02,2.61413864611562E-02,3.09325429637906E-02,-3.31011772156604E-02,1.34253382775415E-01,-2.53998214427901E-02,-2.88084832349767E-02,-4.11986032133587E-02,4.92647163021159E-01,5.82143505232556E-01
3E+00,2.1E+01,3.2E+01,4.27711139080549E-02,-2.87973960505837E-02,3.14701961722259E-02,2.27184209759523E-02,2.6933550028046E-02,3.02778136007674E-02,-3.07024844086344E-02,1.39726359366865E-01,-2.42228622757994E-02,-2.51113514659138E-02,-3.84199668850416E-02,4.99994403501336E-01,5.91339433741401E-01
3E+00,2.4E+01,3.2E+01,4.34500838289981E-02,-3.11946068516107E-02,2.98074872693219E-02,2.39362915403197E-02,2.54612676492585E-02,2.9434598522485E-02,-3.53487302222781E-02,1.49122053045347E-01,-3.20562421387625E-02,-2.86547025056357E-02,-4.2138799280439E-02,5.20292337740144E-01,5.85298735929695E-01
3E+00,2.7E+01,3.2E+01,4.21692972283976E-02,-2.7742966039413E-02,3.0010404382461E-02,2.40919524346023E-02,2.60530340110843E-02,2.89367940928947E-02,-2.98780182924715E-02,1.40161867159999E-01,-2.85885364331606E-02,-2.54094236104711E-02,-3.3409909140167E-02,5.2349238868571E-01,5.83813734069267E-01
3E+00,3E+01,3.2E+01,4.20451838062638E-02,-2.5817175892291E-02,3.01600446866929E-02,2.56674673823947E-02,2.59980639830983E-02,2.72672205120998E-02,-2.87949444561055E-02,1.31156050954638E-01,-2.42060444357022E-02,-2.63644736599502E-02,-3.43430119519139E-02,5.33582521511496E-01,5.80950708680265E-01
3E+00,3.3E+01,3.2E+01,4.07671552023329E-02,-2.59043711819613E-02,2.97985571315134E-02,2.47664877631009E-02,2.48472822118763E-02,2.80876014440097E-02,-3.4447459391219E-02,1.29331663965627E-01,-3.57879062079443E-02,-2.84236792840195E-02,-3.72119158203372E-02,5.29370750034199E-01,5.67660778245918E-01
3E+00,3.6E+01,3.2E+01,3.63118411867778E-02,-2.15415874302563E-02,2.74860644899138E-02,2.31217548161375E-02,2.29953332777041E-02,2.53358904144867E-02,-2.98672412904433E-02,1.19805441230553E-01,-3.01710905625039E-02,-2.65568532577513E-02,-3.18160588218559E-02,5.64447501323725E-01,5.64832683881228E-01
4E+00,0E+00,1E+00,3.62846060482175E-02,-1.63403455428745E-02,2.42808203546963E-02,3.49214018211303E-02,1.28667872792037E-02,1.47060311091271E-02,-3.66612670297334E-02,1.85157298502773E-01,-3.46357503207992E-02,-4.20740322975005E-02,-3.71119908043115E-02,7.00776126944063E-01,5.89816421400663E-01
4E+00,3E+00,1E+00,3.57832631949254E-02,-1.56956650422614E-02,2.72771746870153E-02,3.2938766655963E-02,1.63430327189497E-02,1.29975099844881E-02,-2.85953159792778E-02,2.2959405954529E-01,-2.05679341625812E-02,-3.94448138026597E-02,-3.73098618465743E-02,7.04436706535041E-01,5.46718109698619E-01
4E+00,6E+00,1E+00,3.49648129659908E-02,-1.56206911005726E-02,2.79344665586107E-02,3.34103515943468E-02,1.75780678734101E-02,1.33348522968875E-02,-3.41251739643997E-02,2.19734810357738E-01,-2.83069100713501E-02,-3.52519362144017E-02,-4.7144715386288E-02,6.79371845249671E-01,5.41814306592239E-01
